,Id,Prediction
340,340,5806480.613333333
341,341,5471523.913333333
342,342,4902464.846666667
343,343,5260739.8533333335
344,344,5653582.493333333
345,345,5296556.693333333
346,346,5116841.373333333
347,347,5687648.8
348,348,5687648.8
349,349,4637756.02
350,350,5471523.913333333
352,352,5687648.8
353,353,5593947.433333334
354,354,5006615.526666666
356,356,5471523.913333333
357,357,5471523.913333333
358,358,5471523.913333333
359,359,5551944.113333333
360,360,4576479.673333333
361,361,5272418.3133333335
362,362,5102293.206666667
363,363,4637756.02
365,365,5199644.8533333335
366,366,5539975.026666666
367,367,5292997.253333333
368,368,5334589.746666667
369,369,5368070.606666666
370,370,5471523.913333333
371,371,5179294.92
372,372,5724082.52
373,373,4576479.673333333
374,374,4773342.64
375,375,5471523.913333333
376,376,5687648.8
377,377,5687356.293333333
378,378,4576479.673333333
379,379,5238318.8133333335
380,380,5634380.526666666
381,381,5471523.913333333
382,382,5471523.913333333
383,383,5275206.02
384,384,4673030.773333333
385,385,5687648.8
386,386,5304064.6466666665
387,387,5222225.18
388,388,5687648.8
389,389,4773342.64
390,390,5471523.913333333
392,392,5375335.74
393,393,6096500.793333333
394,394,4994008.446666666
396,396,5589450.08
397,397,5316510.986666666
398,398,5687648.8
399,399,5550097.493333333
400,400,5687648.8
401,401,5380113.913333333
402,402,5471523.913333333
403,403,5180460.613333333
404,404,5471523.913333333
405,405,5520850.06
406,406,5498915.433333334
407,407,4576479.673333333
408,408,5337544.713333333
409,409,5471523.913333333
410,410,5623738.906666666
411,411,5403638.473333334
412,412,5103039.48
413,413,5416170.286666667
414,414,5239202.08
415,415,5568795.553333334
416,416,5236013.78
417,417,5375335.74
418,418,5645638.48
419,419,5687648.8
420,420,5585320.566666666
421,421,4765902.54
422,422,5005254.906666666
423,423,5471523.913333333
424,424,5472983.2
425,425,5687648.8
426,426,4859290.48
427,427,4637756.02
428,428,4600171.1466666665
429,429,4576479.673333333
430,430,5687648.8
431,431,5551944.113333333
432,432,5471523.913333333
433,433,4862909.66
434,434,5469701.78
435,435,4576479.673333333
436,436,5471523.913333333
437,437,5471523.913333333
438,438,5662471.133333334
440,440,5157950.56
441,441,5530617.726666667
442,442,5687648.8
443,443,4777731.666666667
444,444,4908976.453333333
445,445,5050054.206666667
446,446,4637756.02
447,447,5223703.986666666
448,448,5620115.5
449,449,5064702.926666667
450,450,4685602.086666667
451,451,5687648.8
452,452,5371314.0
453,453,5462468.526666666
454,454,5042167.953333333
455,455,5352705.733333333
456,456,5225919.326666667
457,457,5599528.033333333
458,458,4794305.993333333
459,459,5471523.913333333
460,460,5688202.933333334
461,461,5687648.8
462,462,5450248.746666667
463,463,5251487.846666667
464,464,4995906.793333333
465,465,4738186.2
466,466,5382092.8533333335
467,467,4948343.966666667
468,468,5687648.8
469,469,5687648.8
470,470,5687648.8
471,471,4637756.02
472,472,5687648.8
473,473,5660820.62
474,474,5687648.8
475,475,5471523.913333333
476,476,5379993.98
477,477,4981943.893333334
478,478,5471523.913333333
479,479,5428650.606666666
480,480,5687648.8
481,481,5845124.373333333
482,482,5375335.74
483,483,5129325.933333334
484,484,4751797.806666667
485,485,5687648.8
486,486,5593947.433333334
487,487,5181965.226666667
488,488,4637756.02
489,489,5368487.68
490,490,5245508.953333333
491,491,5471523.913333333
492,492,4576479.673333333
493,493,5422214.546666667
494,494,5687648.8
495,495,4751987.846666667
496,496,5482918.253333333
497,497,4637756.02
498,498,4957364.946666666
499,499,5687648.8
500,500,4576479.673333333
501,501,5494438.1466666665
502,502,4691321.72
503,503,4637145.8
504,504,5687648.8
505,505,5079076.793333333
506,506,5501896.766666667
507,507,4576479.673333333
508,508,5242124.946666666
509,509,5295957.653333333
510,510,5687648.8
511,511,4637756.02
512,512,5455221.026666666
513,513,5210123.273333333
514,514,5687648.8
515,515,5375335.74
516,516,5471523.913333333
517,517,4576479.673333333
518,518,5346062.806666667
519,519,4892441.1466666665
520,520,5218738.4
521,521,5687648.8
522,522,4671758.44
523,523,5304879.613333333
524,524,5372431.753333333
525,525,4990806.273333333
526,526,5103498.866666666
527,527,4516583.913333333
528,528,5687648.8
529,529,5471523.913333333
530,530,5279782.3533333335
531,531,5687648.8
532,532,5219129.44
533,533,5380634.833333333
534,534,5666661.0
535,535,5687648.8
536,536,4576479.673333333
537,537,5455337.48
538,538,5944209.506666667
539,539,5687648.8
540,540,4637756.02
541,541,5191283.9
542,542,5207841.333333333
544,544,5265465.366666666
545,545,5471523.913333333
546,546,5375335.74
547,547,5495897.84
548,548,4576479.673333333
549,549,5687648.8
550,550,5471523.913333333
551,551,4965599.286666667
552,552,5690016.213333333
553,553,6075116.06
554,554,5682599.433333334
555,555,5042046.226666667
556,556,5472547.973333334
557,557,5322147.966666667
559,559,5393783.953333333
560,560,5687648.8
561,561,5687648.8
562,562,5375335.74
563,563,5471523.913333333
564,564,5594566.32
565,565,5416144.113333333
566,566,5471523.913333333
567,567,5687648.8
568,568,5036074.3533333335
569,569,5301930.36
570,570,5167627.473333334
571,571,4936896.773333333
572,572,5679714.76
573,573,5217608.133333334
574,574,5582968.666666667
575,575,5306897.8133333335
576,576,4889619.873333333
577,577,4657166.42
578,578,4576479.673333333
579,579,5687648.8
580,580,5558459.973333334
581,581,5004719.486666666
582,582,5471523.913333333
583,583,5687648.8
584,584,5052763.153333333
586,586,5374909.613333333
587,587,5322486.433333334
588,588,5343659.6
589,589,4790674.56
590,590,5579289.96
591,591,5375335.74
592,592,5593947.433333334
593,593,5375335.74
594,594,5471523.913333333
595,595,5666661.0
596,596,5475577.446666666
597,597,5471523.913333333
598,598,5508395.14
599,599,4817643.113333333
600,600,4813473.753333333
601,601,5686131.413333333
602,602,6064870.306666667
603,603,5421573.666666667
604,604,5687648.8
605,605,5471523.913333333
606,606,4890763.213333333
607,607,5687648.8
608,608,5422832.56
609,609,5687648.8
610,610,5378139.1466666665
611,611,5084173.393333334
612,612,5329616.22
613,613,5268788.26
614,614,5434011.98
615,615,6165428.586666667
617,617,6011173.573333333
618,618,6082292.766666667
619,619,4829080.84
620,620,5471523.913333333
621,621,5331482.366666666
622,622,5089557.906666666
623,623,5687648.8
624,624,5275743.653333333
625,625,5383409.746666667
626,626,4637756.02
627,627,5398553.273333333
629,629,5601012.02
630,630,5501399.806666667
631,631,5273022.593333334
632,632,5390964.06
633,633,5444886.793333333
634,634,5471523.913333333
635,635,5471523.913333333
636,636,5217647.393333334
637,637,5471523.913333333
638,638,5373240.1866666665
639,639,5395218.56
641,641,5234073.726666667
642,642,5389959.126666667
643,643,5189521.16
644,644,5687648.8
645,645,5471523.913333333
646,646,5687648.8
647,647,5471523.913333333
648,648,4790224.446666666
649,649,5471523.913333333
650,650,5375335.74
651,651,4637756.02
652,652,5147838.346666667
653,653,5436591.14
654,654,5174085.953333333
655,655,4685602.086666667
656,656,5435052.386666667
657,657,5687648.8
658,658,5552640.653333333
659,659,5190211.88
660,660,4637756.02
661,661,4681753.8533333335
662,662,5902875.96
663,663,5660445.833333333
664,664,5471523.913333333
665,665,4576479.673333333
666,666,4672388.566666666
667,667,5418122.033333333
668,668,5494081.82
669,669,4576479.673333333
670,670,4651254.153333333
671,671,5687648.8
672,672,5471523.913333333
673,673,5550332.046666667
674,674,5017833.893333334
675,675,5667259.226666667
676,676,4936002.566666666
677,677,5471523.913333333
678,678,5584905.653333333
679,679,4812859.826666667
680,680,5471523.913333333
681,681,4740613.973333334
682,682,5099678.893333334
683,683,5375335.74
684,684,5687648.8
685,685,4710562.086666667
686,686,5318432.9
687,687,5837959.253333333
688,688,5687648.8
689,689,5510181.673333333
690,690,4576479.673333333
691,691,5337455.953333333
692,692,5561068.6866666665
693,693,5471523.913333333
694,694,5391685.193333333
695,695,4729092.74
696,696,5006384.086666667
697,697,4576479.673333333
698,698,5471523.913333333
699,699,5471523.913333333
700,700,5687648.8
702,702,5256528.213333333
703,703,5343049.36
704,704,5471523.913333333
705,705,5471523.913333333
706,706,5316172.033333333
707,707,5118228.046666667
708,708,5330275.153333333
709,709,5471523.913333333
710,710,5642920.153333333
711,711,5247099.9
712,712,5056582.286666667
713,713,5343763.94
714,714,5471523.913333333
715,715,5206948.473333334
716,716,5471523.913333333
717,717,5687648.8
718,718,5470496.72
719,719,5687648.8
720,720,4483258.18
721,721,4548396.2
722,722,4672388.566666666
723,723,5687648.8
725,725,5530956.3133333335
726,726,5593947.433333334
727,727,5471523.913333333
728,728,4637756.02
729,729,4637756.02
730,730,5341142.7
731,731,5375335.74
732,732,4637756.02
733,733,4725484.906666666
734,734,4637756.02
735,735,5202397.573333333
736,736,6062434.546666667
738,738,5687648.8
739,739,4947063.453333333
740,740,5398413.993333333
741,741,5471523.913333333
742,742,4637756.02
743,743,5687648.8
744,744,5025987.3133333335
745,745,5430090.126666667
746,746,5471523.913333333
747,747,5471523.913333333
748,748,5471523.913333333
749,749,5447681.6866666665
750,750,4637756.02
751,751,5471523.913333333
752,752,5287902.62
753,753,5475577.446666666
754,754,5471523.913333333
755,755,4989480.806666667
756,756,5471523.913333333
757,757,5547180.3533333335
758,758,5687648.8
759,759,5620897.053333334
760,760,5687648.8
761,761,4698592.506666667
762,762,5687648.8
763,763,5232073.213333333
764,764,4829080.84
765,765,5471523.913333333
766,766,5471523.913333333
767,767,5471523.913333333
768,768,5687648.8
769,769,5471523.913333333
770,770,5601012.02
771,771,4671758.44
772,772,5470226.68
773,773,5471523.913333333
774,774,5471523.913333333
775,775,5375335.74
776,776,4672615.306666667
777,777,5687648.8
778,778,5117580.48
779,779,4934389.506666667
780,780,5598929.806666667
781,781,5629505.166666667
782,782,6100690.12
783,783,5687648.8
784,784,4637756.02
785,785,5296789.06
786,786,5453480.56
787,787,5065776.093333334
788,788,5705291.086666667
789,789,5017833.893333334
790,790,5366409.8
791,791,5340681.473333334
792,792,5471523.913333333
793,793,4576479.673333333
794,794,5393375.8133333335
795,795,4637756.02
796,796,5471523.913333333
797,797,5687648.8
798,798,5615561.133333334
799,799,5161989.3133333335
800,800,5801467.88
801,801,5319197.113333333
802,802,5687648.8
803,803,5687648.8
804,804,5224151.173333333
805,805,4918696.886666667
806,806,4576479.673333333
807,807,5486580.693333333
808,808,5687648.8
809,809,5471523.913333333
810,810,5330678.773333333
811,811,5471523.913333333
812,812,5172751.266666667
813,813,5687648.8
814,814,5389462.1866666665
815,815,5471523.913333333
816,816,5759012.1466666665
817,817,5375335.74
818,818,5471523.913333333
819,819,5375335.74
820,820,5477883.86
821,821,5471523.913333333
822,822,5687648.8
823,823,4576479.673333333
825,825,5779671.546666667
826,826,5649215.873333333
827,827,5471523.913333333
828,828,5748693.0
829,829,5471523.913333333
830,830,5471523.913333333
831,831,5121289.586666667
832,832,4704960.086666667
833,833,5471523.913333333
834,834,5562522.8
835,835,5328271.5
836,836,5347252.18
837,837,5439945.58
838,838,5471523.913333333
839,839,5361950.626666667
840,840,5004162.666666667
841,841,5375335.74
842,842,5773040.6466666665
843,843,5003666.593333334
844,844,5471523.913333333
845,845,4576479.673333333
846,846,5687648.8
847,847,5727050.473333334
848,848,5471523.913333333
849,849,5540947.833333333
850,850,5471523.913333333
852,852,5765826.226666667
853,853,5687648.8
854,854,5476435.193333333
855,855,5102507.366666666
856,856,4671758.44
857,857,4730546.1866666665
858,858,4809903.213333333
859,859,5348343.513333334
860,860,5307851.113333333
861,861,5453555.04
862,862,5388992.606666666
864,864,4576479.673333333
865,865,5167627.473333334
866,866,5354946.166666667
867,867,5375335.74
868,868,5471523.913333333
869,869,5354979.32
870,870,5561068.6866666665
871,871,4762665.413333333
872,872,5471523.913333333
873,873,5351148.3133333335
874,874,5261588.926666667
875,875,5593947.433333334
876,876,5407417.373333333
877,877,4637756.02
878,878,5471523.913333333
879,879,4643399.333333333
880,880,5412052.6
881,881,5471523.913333333
882,882,5340833.38
883,883,5687648.8
884,884,5687648.8
885,885,5352754.306666667
886,886,5381525.333333333
887,887,5687648.8
888,888,5687648.8
889,889,4576479.673333333
890,890,6128512.486666666
891,891,5044110.006666667
892,892,5552603.766666667
893,893,5184143.86
894,894,5627272.54
895,895,4637756.02
896,896,5680203.293333333
897,897,4691321.72
898,898,4877837.36
899,899,5687648.8
900,900,5705399.6466666665
901,901,4733733.833333333
902,902,5547180.3533333335
903,903,4783722.426666667
904,904,4811717.593333334
905,905,5876283.373333333
906,906,5375209.006666667
907,907,5491316.526666666
908,908,5469130.8533333335
909,909,5687648.8
910,910,4637756.02
911,911,5619669.633333334
912,912,5687648.8
913,913,5727127.3133333335
914,914,5687648.8
915,915,5687648.8
916,916,5471523.913333333
917,917,5687648.8
918,918,5687648.8
919,919,5475577.446666666
920,920,5687648.8
921,921,4903888.073333333
922,922,4576479.673333333
923,923,4953204.06
924,924,5389192.06
925,925,5565732.566666666
926,926,5292755.446666666
927,927,5687648.8
928,928,4637756.02
929,929,5416821.866666666
930,930,5429100.52
931,931,5360681.44
932,932,5471523.913333333
933,933,5687648.8
934,934,5471523.913333333
935,935,5687648.8
936,936,5375335.74
937,937,6067835.54
938,938,5262301.8
939,939,5687648.8
940,940,5407001.44
941,941,5373321.986666666
942,942,4637756.02
943,943,5360328.7
944,944,4706529.166666667
945,945,5471523.913333333
946,946,5687648.8
947,947,5687648.8
948,948,4576479.673333333
949,949,5687648.8
950,950,4891963.426666667
951,951,5471523.913333333
952,952,5490922.506666667
953,953,5471523.913333333
954,954,5471523.913333333
955,955,5494614.553333334
956,956,4483258.18
957,957,5126420.473333334
958,958,4576479.673333333
959,959,5245486.673333333
960,960,5640950.933333334
961,961,4668392.5
962,962,5687648.8
963,963,5484475.546666667
965,965,5471523.913333333
966,966,4576479.673333333
967,967,4576479.673333333
968,968,5687648.8
969,969,5687648.8
970,970,5471523.913333333
971,971,5369081.32
972,972,5471523.913333333
973,973,5312789.746666667
974,974,5491854.3
975,975,5471523.913333333
976,976,5822591.06
977,977,4637145.8
978,978,4895886.893333334
979,979,5510833.386666667
980,980,5325402.833333333
981,981,5471523.913333333
982,982,5058643.96
983,983,6045238.48
984,984,5410001.08
985,985,4960241.226666667
986,986,5471523.913333333
987,987,5211433.793333333
988,988,5471523.913333333
989,989,5471523.913333333
990,990,5843569.82
991,991,5687648.8
992,992,5073390.4
993,993,4740211.533333333
994,994,5297446.24
995,995,5471523.913333333
996,996,5122840.613333333
997,997,5408212.153333333
999,999,4576479.673333333
1000,1000,5802841.06
1002,1002,5434011.98
1004,1004,5341280.346666667
1005,1005,5687648.8
1006,1006,5607840.486666666
1007,1007,5142098.213333333
1008,1008,5369880.086666667
1009,1009,5372789.1866666665
1010,1010,5446896.02
1011,1011,4762665.413333333
1012,1012,5256517.253333333
1013,1013,5539321.206666667
1014,1014,5115249.966666667
1015,1015,5471523.913333333
1016,1016,6204002.9
1017,1017,5424943.46
1018,1018,5390269.66
1019,1019,4797214.733333333
1020,1020,5376167.953333333
1021,1021,5687648.8
1022,1022,6099502.666666667
1023,1023,5593947.433333334
1024,1024,5392860.16
1025,1025,5687648.8
1026,1026,4576479.673333333
1027,1027,5378692.326666667
1028,1028,5558617.16
1029,1029,5471523.913333333
1030,1030,5429308.233333333
1031,1031,5279578.706666667
1032,1032,5125120.64
1033,1033,5265552.406666666
1034,1034,5528298.193333333
1035,1035,5416147.633333334
1036,1036,4980492.3133333335
1037,1037,5737129.746666667
1038,1038,5471523.913333333
1039,1039,5471523.913333333
1040,1040,5687648.8
1041,1041,5687648.8
1042,1042,5593947.433333334
1043,1043,4985876.98
1044,1044,5505325.3533333335
1045,1045,5551944.113333333
1046,1046,5471523.913333333
1047,1047,5165802.14
1048,1048,5471523.913333333
1049,1049,5375335.74
1050,1050,5344787.06
1051,1051,5429100.52
1052,1052,5471523.913333333
1053,1053,5471523.913333333
1054,1054,5437539.793333333
1055,1055,5172331.74
1056,1056,5687648.8
1057,1057,5207363.373333333
1058,1058,5634882.46
1059,1059,5687648.8
1060,1060,4695251.986666666
1061,1061,5375335.74
1062,1062,4637756.02
1063,1063,5394016.306666667
1064,1064,5291156.286666667
1066,1066,4576479.673333333
1067,1067,5391200.086666667
1068,1068,5687648.8
1069,1069,5570824.653333333
1070,1070,5268523.373333333
1071,1071,4997616.806666667
1072,1072,5593947.433333334
1073,1073,5787905.1466666665
1074,1074,5471523.913333333
1075,1075,5420752.566666666
1076,1076,5471523.913333333
1077,1077,5475577.446666666
1078,1078,5687648.8
1079,1079,4773342.64
1080,1080,5179240.066666666
1081,1081,5471523.913333333
1082,1082,4576479.673333333
1083,1083,5433090.986666666
1084,1084,5471523.913333333
1085,1085,5471523.913333333
1086,1086,5471523.913333333
1087,1087,5647984.7
1088,1088,4637756.02
1089,1089,5252714.806666667
1090,1090,4867529.253333333
1091,1091,5687648.8
1092,1092,5375335.74
1093,1093,5687648.8
1094,1094,6063166.286666667
1095,1095,5443528.933333334
1097,1097,4605939.306666667
1098,1098,5615561.133333334
1099,1099,4800997.746666667
1100,1100,6054430.8
1101,1101,4637756.02
1102,1102,5687648.8
1103,1103,5058592.24
1104,1104,4794804.466666667
1105,1105,5370748.84
1106,1106,5372188.986666666
1107,1107,5687648.8
1108,1108,4672388.566666666
1109,1109,4792441.506666667
1110,1110,6217410.446666666
1111,1111,5471523.913333333
1112,1112,5471523.913333333
1113,1113,5471523.913333333
1114,1114,5615561.133333334
1115,1115,5935832.1466666665
1116,1116,5390521.713333333
1117,1117,5471523.913333333
1118,1118,5563642.78
1119,1119,5419414.253333333
1120,1120,4576479.673333333
1121,1121,5737129.746666667
1122,1122,5527235.6
1123,1123,5655586.946666666
1124,1124,5471523.913333333
1125,1125,4622093.506666667
1126,1126,5316115.526666666
1127,1127,5687648.8
1128,1128,5648800.5
1129,1129,4917002.22
1130,1130,5471523.913333333
1131,1131,4576479.673333333
1133,1133,5471523.913333333
1134,1134,4637756.02
1135,1135,5637104.493333333
1136,1136,5687648.8
1137,1137,5061574.493333333
1138,1138,5227967.42
1139,1139,5527732.126666667
1141,1141,4637756.02
1142,1142,5462890.98
1143,1143,5261763.666666667
1144,1144,5687648.8
1145,1145,4576479.673333333
1146,1146,4770418.38
1148,1148,5687648.8
1149,1149,4570804.073333333
1150,1150,5322979.48
1151,1151,5252736.866666666
1152,1152,5356205.373333333
1153,1153,5687648.8
1154,1154,5886517.013333334
1155,1155,5255363.34
1156,1156,5557603.993333333
1157,1157,5471523.913333333
1158,1158,5375335.74
1159,1159,4637756.02
1160,1160,5308006.966666667
1161,1161,4969390.346666667
1162,1162,5471523.913333333
1163,1163,4802740.033333333
1164,1164,5017833.893333334
1165,1165,5687648.8
1166,1166,4576479.673333333
1167,1167,5471523.913333333
1168,1168,5336826.873333333
1169,1169,5666028.053333334
1170,1170,5301488.36
1171,1171,5416437.393333334
1172,1172,5375335.74
1173,1173,4822111.046666667
1174,1174,5471523.913333333
1175,1175,5171117.366666666
1176,1176,5471523.913333333
1177,1177,5687648.8
1178,1178,4686753.386666667
1179,1179,4870939.033333333
1180,1180,4592394.033333333
1181,1181,4727696.4
1182,1182,4637756.02
1183,1183,5340431.613333333
1184,1184,5687648.8
1185,1185,5471523.913333333
1186,1186,4723479.473333334
1187,1187,5345322.966666667
1188,1188,5342875.806666667
1189,1189,4637756.02
1190,1190,4576479.673333333
1191,1191,5167627.473333334
1193,1193,5593947.433333334
1194,1194,5364828.7
1195,1195,4792986.98
1196,1196,5471523.913333333
1197,1197,5425334.373333333
1198,1198,5014005.226666667
1199,1199,5994137.393333334
1200,1200,5777659.973333334
1201,1201,5471523.913333333
1202,1202,5519228.833333333
1203,1203,5471523.913333333
1204,1204,5471523.913333333
1205,1205,5551944.113333333
1206,1206,5471523.913333333
1207,1207,5391923.206666667
1208,1208,5687648.8
1209,1209,5455530.48
1210,1210,5471523.913333333
1211,1211,5071224.04
1213,1213,5593947.433333334
1214,1214,5471523.913333333
1215,1215,4861431.9
1216,1216,4683902.706666667
1217,1217,5720304.34
1218,1218,5687648.8
1219,1219,5088087.533333333
1220,1220,5827716.12
1221,1221,5471523.913333333
1222,1222,4840315.6866666665
1223,1223,5712558.66
1224,1224,5281695.233333333
1225,1225,5471523.913333333
1226,1226,5610189.693333333
1227,1227,4843508.846666667
1228,1228,5471523.913333333
1229,1229,6055011.8
1230,1230,5375335.74
1231,1231,5451134.34
1232,1232,5763435.346666667
1233,1233,5122784.213333333
1234,1234,4637756.02
1235,1235,5471523.913333333
1236,1236,5386216.126666667
